상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220808280382,내집처럼,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,27,대구광역시,27710,달성군,27710256,다사읍,2771025628,다사읍,2771025628107190000,1,대지,719.0,,대구광역시 달성군 다사읍 매곡리 719,277102007002,대구광역시 달성군 다사읍 달구벌대로,776.0,,2771025628107190000041962,,대구광역시 달성군 다사읍 달구벌대로 776,711812.0,42915,,,,128.457261256029,35.8614392571076
MA010120220804785788,젬마,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,44,충청남도,44250,계룡시,44250510,금암동,4425010100,금암동,4425010100101620003,1,대지,162.0,3.0,충청남도 계룡시 금암동 162-3,442503256007,충청남도 계룡시 장안로,43.0,,4425010100101620003002520,,충청남도 계룡시 장안로 43,321900.0,32826,,1,,127.251604143407,36.2734639567693
MA010120220812869699,아이티제원,,G2,소매,G208,가전·통신 소매,G20801,컴퓨터/소프트웨어 소매업,G47311,컴퓨터 및 주변장치; 소프트웨어 소매업,12,전남광주통합특별시,12740,고흥군,12740250,고흥읍,1274025027,고흥읍,1274025027102390000,1,대지,239.0,,전남광주통합특별시 고흥군 고흥읍 옥하리 239,127404667704,전남광주통합특별시 고흥군 고흥읍 홍교길,22.0,,4677025027102390000030141,,전남광주통합특별시 고흥군 고흥읍 홍교길 22,548804.0,59538,,,,127.283885856387,34.6094132807645
MA010120220809110727,유림테크,,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47512,공구 소매업,47,경상북도,47130,경주시,47130259,외동읍,4713025936,외동읍,4713025936106330002,1,대지,633.0,2.0,경상북도 경주시 외동읍 문산리 633-2,471304715438,경상북도 경주시 외동읍 문산공단길,109.0,,4713025936106330002085388,,경상북도 경주시 외동읍 문산공단길 109,780826.0,38209,,,,129.324224584281,35.6707118239666
MA010120220813134416,씨유주안대로점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,28,인천광역시,28177,미추홀구,28177620,주안1동,2817710500,주안동,2817710500101260001,1,대지,126.0,1.0,인천광역시 미추홀구 주안동 126-1,281773008014,인천광역시 미추홀구 주안로,119.0,,2817010600101260001000001,주안애아파트,인천광역시 미추홀구 주안로 119,402835.0,22133,,1,,126.683093748837,37.4641643076784
MA0101202306A0043226,샐리,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,43,충청북도,43150,제천시,43150560,용두동,4315011100,하소동,4315011100102090006,1,대지,209.0,6.0,충청북도 제천시 하소동 209-6,431504517659,충청북도 제천시 용두대로5길,33.0,5.0,4315011100102090006000001,,충청북도 제천시 용두대로5길 33-5,390240.0,27187,,,,128.1955626966,37.132645927072
MA010120220807141007,덕분,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,27,대구광역시,27200,남구,27200515,이천동,2720010100,이천동,2720010100105170014,1,대지,517.0,14.0,대구광역시 남구 이천동 517-14,272003007015,대구광역시 남구 희망로,40.0,,2720010100105170014026573,,대구광역시 남구 희망로 40,705836.0,42439,,1,,128.602832163527,35.8474826643931
MA010120220813247993,진가와잠실롯데월드몰점,,I2,음식,I203,일식,I20303,일식 면 요리,I56122,일식 음식점업,11,서울특별시,11710,송파구,11710710,잠실6동,1171010200,신천동,1171010200100290000,1,대지,29.0,,서울특별시 송파구 신천동 29,117103123023,서울특별시 송파구 올림픽로,300.0,,1171010200100290000000001,롯데월드몰,서울특별시 송파구 올림픽로 300,138934.0,5551,,6,,127.104446092283,37.5137470965818
MA010120220811851434,나화장품영통점,코리아,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109980001,1,대지,998.0,1.0,경기도 수원시 영통구 영통동 998-1,411174331084,경기도 수원시 영통구 반달로7번길,40.0,,4111710500109980001001201,평익칼라스위트,경기도 수원시 영통구 반달로7번길 40,443470.0,16704,,,,127.075206898123,37.2535356685032
MA010120220801706553,예스,포천점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47413,속옷 및 잠옷 소매업,41,경기도,41650,포천시,41650510,포천동,4165010100,신읍동,4165010100100350005,1,대지,35.0,5.0,경기도 포천시 신읍동 35-5,416503213059,경기도 포천시 중앙로,103.0,1.0,4165010100100350005032571,,경기도 포천시 중앙로 103-1,487803.0,11147,,,,127.202009009779,37.895939564694
MA010120220804046758,우길모터스,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,48,경상남도,48330,양산시,48330550,소주동,4833011600,주남동,4833011600100500007,1,대지,50.0,7.0,경상남도 양산시 주남동 50-7,483304814166,경상남도 양산시 대평들4길,6.0,,4833011600100340001005414,,경상남도 양산시 대평들4길 6,626280.0,50512,,,,129.166201117891,35.416425273117
MA010120220812590201,더팜,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,51,강원특별자치도,51130,원주시,51130310,소초면,5113031027,소초면,5113031027106480000,1,대지,648.0,,강원특별자치도 원주시 소초면 둔둔리 648,511303219017,강원특별자치도 원주시 소초면 둔둔로,457.0,,4213031027106480000000001,,강원특별자치도 원주시 소초면 둔둔로 457,220832.0,26304,,,,127.979647055986,37.4565551480056
MA0101202601A0039577,청해수산,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,채소; 과실 및 뿌리작물 소매업,47,경상북도,47930,울진군,47930250,울진읍,4793025021,울진읍,4793025021105230000,1,대지,523.0,,경상북도 울진군 울진읍 읍내리 523,479303325023,경상북도 울진군 울진읍 울진중앙로,136.0,,4793025021105230000020848,울진농협하나로마트,경상북도 울진군 울진읍 울진중앙로 136,767801.0,36324,,,,129.402026322929,36.9938625959472
MA010120220811208145,한국한센복지협회울산경남지부부설진주복지의원,,Q1,보건의료,Q102,의원,Q10204,피부/비뇨기과 의원,Q86201,일반의원,48,경상남도,48170,진주시,48170678,하대동,4817012000,하대동,4817012000101020000,1,대지,102.0,,경상남도 진주시 하대동 102,481703332011,경상남도 진주시 남강로,1483.0,,4817012000101020000008408,,경상남도 진주시 남강로 1483,660996.0,52765,,,,128.12775050816,35.1931679317615
MA0101202305A0177487,이도횟집,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,28,인천광역시,28275,서해구,28275542,가정1동,2827510600,가정동,2827510600106140015,1,대지,614.0,15.0,인천광역시 서해구 가정동 614-15,282754853174,인천광역시 서해구 염곡로498번안길,23.0,,2826010800106140015000001,,인천광역시 서해구 염곡로498번안길 23,404231.0,22731,,1,,126.670741757649,37.527930548115
MA010120220810854904,여래불교사,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,48,경상남도,48125,창원시 마산합포구,48125610,교방동,4812511900,상남동,4812511900100010011,1,대지,1.0,11.0,경상남도 창원시 마산합포구 상남동 1-11,481253330034,경상남도 창원시 마산합포구 북성로,81.0,,4812511900100010011032676,,경상남도 창원시 마산합포구 북성로 81,631850.0,51274,,,,128.570620195379,35.2144593412821
MA010120220803332764,행복한밤마을운영위원회,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,R91299,그 외 기타 분류 안된 오락관련 서비스업,27,대구광역시,27720,군위군,27720330,부계면,2772033025,부계면,2772033025115830000,1,대지,1583.0,,대구광역시 군위군 부계면 동산리 1583,277204742287,대구광역시 군위군 부계면 한밤8길,171.0,,4772033033115830000000001,,대구광역시 군위군 부계면 한밤8길 171,716832.0,43165,,,,128.646058662049,36.0512282278606
MA0101202510A0012170,햇님비앤비,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,30,대전광역시,30140,중구,30140620,석교동,3014010700,석교동,3014010700100040014,1,대지,4.0,14.0,대전광역시 중구 석교동 4-14,301403165015,대전광역시 중구 봉소루로,7.0,,3014010700100040014000001,,대전광역시 중구 봉소루로 7,301820.0,35060,,3,,127.438983824362,36.3100606652974
MA010120220806206543,미식정,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,30,대전광역시,30200,유성구,30200540,온천2동,3020012100,죽동,3020012100107280004,1,대지,728.0,4.0,대전광역시 유성구 죽동 728-4,302004851243,대전광역시 유성구 죽동로279번길,74.0,,3020012100107280004000001,,대전광역시 유성구 죽동로279번길 74,305328.0,34127,,,,127.340344841223,36.3720858020316
MA010120220805868824,업소명없음,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,44,충청남도,44790,청양군,44790250,청양읍,4479025021,청양읍,4479025021101780004,1,대지,178.0,4.0,충청남도 청양군 청양읍 읍내리 178-4,447904583307,충청남도 청양군 청양읍 칠갑산로6길,6.0,,4479025021101780004003711,재래시장,충청남도 청양군 청양읍 칠갑산로6길 6,345804.0,33331,,,,126.801847588011,36.4504836380915
MA010120220804618960,커피숲,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130650,행구동,5113011400,행구동,5113011400102770015,1,대지,277.0,15.0,강원특별자치도 원주시 행구동 277-15,511304457088,강원특별자치도 원주시 꽃밭머리길,68.0,1.0,4213011400102770015000001,,강원특별자치도 원주시 꽃밭머리길 68-1,220160.0,26455,,,,128.014963340143,37.3483733097679
MA010120220805976205,삼보컴퓨터홍성센터,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,44,충청남도,44800,홍성군,44800250,홍성읍,4480025025,홍성읍,4480025025110410000,1,대지,1041.0,,충청남도 홍성군 홍성읍 옥암리 1041,448003254216,충청남도 홍성군 홍성읍 내포로,150.0,,4480025025110410000023455,,충청남도 홍성군 홍성읍 내포로 150,350808.0,32248,,,,126.653752996593,36.5944200632528
MA0101202502A0110197,멕시카나치킨가흥점,,I2,음식,I210,기타 간이,I21006,치킨,I56111,한식 일반 음식점업,47,경상북도,47210,영주시,47210620,가흥1동,4721010500,가흥동,4721010500116290000,1,대지,1629.0,,경상북도 영주시 가흥동 1629,472104727721,경상북도 영주시 대동로13번길,22.0,,4721010500116290000000002,,경상북도 영주시 대동로13번길 22,750021.0,36137,,,,128.603907352617,36.817108738346
MA010120220811249156,제일페인트,,G2,소매,G210,철물·건설자재 소매,G21003,건설/건축자재 소매업,G47519,페인트; 창호 및 기타 건설자재 소매업,48,경상남도,48270,밀양시,48270253,하남읍,4827025321,하남읍,4827025321104890057,1,대지,489.0,57.0,경상남도 밀양시 하남읍 수산리 489-57,482704808555,경상남도 밀양시 하남읍 수산동촌3길,4.0,1.0,4827025321104890057000001,,경상남도 밀양시 하남읍 수산동촌3길 4-1,627894.0,50460,,,,128.71013586726,35.3767050573292
MA010120220802825407,역북떡방앗간,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,41,경기도,41461,용인시 처인구,41461525,역북동,4146110200,역북동,4146110200104340075,1,대지,434.0,75.0,경기도 용인시 처인구 역북동 434-75,414614409148,경기도 용인시 처인구 금학로265번길,8.0,1.0,4146110200104340075030217,,경기도 용인시 처인구 금학로265번길 8-1,449931.0,17046,,1,,127.193445671587,37.2385072829961
MA0101202308A0058565,대호흑돼지,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,48,경상남도,48123,창원시 성산구,48123530,상남동,4812312700,상남동,4812312700100040004,1,대지,4.0,4.0,경상남도 창원시 성산구 상남동 4-4,481234784085,경상남도 창원시 성산구 마디미로3번길,8.0,,4812312700100040004026789,청송빌딩,경상남도 창원시 성산구 마디미로3번길 8,642832.0,51495,,,,128.686217829599,35.2232321310928
MA010120220803700215,민락우미린공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41150,의정부시,41150578,송산3동,4115010600,민락동,4115010600108890000,1,대지,889.0,,경기도 의정부시 민락동 889,411503181066,경기도 의정부시 송양로,76.0,,4115010600108890000000001,의정부민락우미린더스카이,경기도 의정부시 송양로 76,480090.0,11812,,,,127.113198231373,37.7510315620728
MA010120220802160998,뉴건,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11500,강서구,11500603,가양1동,1150010500,마곡동,1150010500107740002,1,대지,774.0,2.0,서울특별시 강서구 마곡동 774-2,115002005007,서울특별시 강서구 공항대로,213.0,,1150010500107740002000001,보타닉파크타워2차,서울특별시 강서구 공항대로 213,157805.0,7802,,,,126.831373501823,37.5596959626564
MA010120220803739712,할머니족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1130510300102240027,1,대지,224.0,27.0,서울특별시 강북구 수유동 224-27,113054124026,서울특별시 강북구 노해로8가길,12.0,,1130510300102240027009148,,서울특별시 강북구 노해로8가길 12,142878.0,1072,,1,,127.023724895418,37.6386236731499
MA0101202509A0016983,천명한우곱창,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,12,전남광주통합특별시,12240,서구,12240752,상무2동,1224011800,쌍촌동,1224011800109760005,1,대지,976.0,5.0,전남광주통합특별시 서구 쌍촌동 976-5,122404280311,전남광주통합특별시 서구 운천로172번길,7.0,,2914011800109760005008156,,전남광주통합특별시 서구 운천로172번길 7,502856.0,61989,,1,,126.857479124469,35.1480307635302
MA010120220811233461,선향미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,48,경상남도,48270,밀양시,48270510,내일동,4827010100,내일동,4827010100103940000,1,대지,394.0,,경상남도 밀양시 내일동 394,482704808497,경상남도 밀양시 상설시장3길,19.0,,4827010100103940000047819,전체,경상남도 밀양시 상설시장3길 19,627140.0,50430,,1,,128.753091710213,35.4939635217731
MA010120220806542282,민스,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,52,전북특별자치도,52190,남원시,52190590,도통동,5219011600,도통동,5219011600100300019,1,대지,30.0,19.0,전북특별자치도 남원시 도통동 30-19,521903271024,전북특별자치도 남원시 용성로,245.0,,4519011600100300019313732,,전북특별자치도 남원시 용성로 245,590983.0,55736,,,,127.397542376569,35.4191064766101
MA010120220806937982,진영수산,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,12,전남광주통합특별시,12240,서구,12240800,서창동,1224013200,매월동,1224013200106210002,1,대지,621.0,2.0,전남광주통합특별시 서구 매월동 621-2,122403160008,전남광주통합특별시 서구 매월1로,28.0,,2914013200106210002000001,광주건어물유통종합상가,전남광주통합특별시 서구 매월1로 28,502151.0,62071,,2,,126.8554443343,35.1133709446017
MA010120220807066387,여일,,N1,시설관리·임대,N104,고용 알선,N10402,임시/일용 인력 공급업,N75121,임시 및 일용 인력 공급업,11,서울특별시,11470,양천구,11470510,목1동,1147010200,목동,1147010200109230014,1,대지,923.0,14.0,서울특별시 양천구 목동 923-14,114703114001,서울특별시 양천구 목동동로,233.0,1.0,1147010200109230014021185,현대드림타워,서울특별시 양천구 목동동로 233-1,158718.0,7995,,,,126.871573592334,37.5274907740594
MA010120220811944543,만타스시31명륜점,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700107770000,1,대지,777.0,,부산광역시 동래구 명륜동 777,262603130028,부산광역시 동래구 시실로,23.0,,2626010700100080000000001,명륜2차,부산광역시 동래구 시실로 23,607010.0,47756,,,,129.086630547792,35.2168374262896
MA0101202411A0187832,서브모터스,,N1,시설관리·임대,N110,가정용품 대여,N11099,기타 개인/가정용품 대여업,N76299,그 외 기타 개인 및 가정용품 임대업,12,전남광주통합특별시,12110,목포시,12110758,신흥동,1211015800,상동,1211015800108780000,1,대지,878.0,,전남광주통합특별시 목포시 상동 878,121103281029,전남광주통합특별시 목포시 비파로,63.0,,4611015800108780000025411,파크빌딩,전남광주통합특별시 목포시 비파로 63,530822.0,58690,,3,,126.425686072987,34.8041332427944
MA010120220806153399,홍가네,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,44,충청남도,44180,보령시,44180515,대천1동,4418010100,대천동,4418010100103110004,1,대지,311.0,4.0,충청남도 보령시 대천동 311-4,441804556060,충청남도 보령시 구시2길,22.0,,4418010100103110004013005,,충청남도 보령시 구시2길 22,355934.0,33460,,,,126.593960939898,36.3470352559211
MA010120220808160456,파리바게뜨구미산동점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,47,경상북도,47190,구미시,47190256,산동읍,4719025625,산동읍,4719025625114390000,1,대지,1439.0,,경상북도 구미시 산동읍 신당리 1439,471903351406,경상북도 구미시 산동읍 신당2로,23.0,,4719035025114390000000001,골든프라자,경상북도 구미시 산동읍 신당2로 23,730853.0,39464,,1,,128.432545583658,36.1559062306925
MA010120220805523984,오사랑헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,47,경상북도,47290,경산시,47290560,동부동,4729012600,사동,4729012600106750017,1,대지,675.0,17.0,경상북도 경산시 사동 675-17,472904739355,경상북도 경산시 백양로38길,12.0,,4729012600106750017000001,,경상북도 경산시 백양로38길 12,712190.0,38605,,1,,128.759837273742,35.8095556975729
MA0101202603A0010412,휴대폰성지,성신여대점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11290,성북구,11290575,동선동,1129011900,동선동4가,1129011900100970002,1,대지,97.0,2.0,서울특별시 성북구 동선동4가 97-2,112903107003,서울특별시 성북구 동소문로,113.0,1.0,1129011900100970002000001,스마트폰마트,서울특별시 성북구 동소문로 113-1,136054.0,2829,,1,,127.017539465841,37.5934582082488
MA0101202411A0054997,부엉이,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300101750000,1,대지,175.0,,부산광역시 부산진구 부전동 175,262304187685,부산광역시 부산진구 중앙대로680번가길,38.0,,2623010300101750000041497,,부산광역시 부산진구 중앙대로680번가길 38,614845.0,47295,,1,,129.061242646636,35.1551376588117
MA0101202503A0048083,청년피자서교연남점,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,11,서울특별시,11440,마포구,11440710,연남동,1144012400,연남동,1144012400104780018,1,대지,478.0,18.0,서울특별시 마포구 연남동 478-18,114404139311,서울특별시 마포구 성미산로19길,60.0,,1144012400104780018027694,만민하늘애,서울특별시 마포구 성미산로19길 60,121868.0,3975,,1,,126.918030082039,37.5643739977693
MA0101202406A0040845,르블루,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,50,제주특별자치도,50130,서귀포시,50130250,대정읍,5013025030,대정읍,5013025030111590000,1,대지,1159.0,,제주특별자치도 서귀포시 대정읍 구억리 1159,501304852207,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길,10.0,,5013025030111590000000001,,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,699931.0,63644,,,,126.28431150096,33.2852972024394
MA010120220813876209,씨스페이스,당산점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560550,당산1동,1156011100,당산동1가,1156011100100160001,1,대지,16.0,1.0,서울특별시 영등포구 당산동1가 16-1,115603118004,서울특별시 영등포구 당산로,68.0,,1156011100100160001030493,진로아파트,서울특별시 영등포구 당산로 68,150750.0,7292,,1,,126.895973908688,37.5208203415214
MA010120220810905377,떡나라,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26320,북구,26320521,구포3동,2632010500,구포동,2632010500112260004,1,대지,1226.0,4.0,부산광역시 북구 구포동 1226-4,263204196327,부산광역시 북구 시랑로83번길,28.0,,2632010500112260004006692,스타빌,부산광역시 북구 시랑로83번길 28,616805.0,46622,,,,129.007479085864,35.1976477608052
MA010120220802144741,대동장황궁쟁반짜장,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,28,인천광역시,28200,남동구,28200583,만수6동,2820010300,만수동,2820010300110180000,1,대지,1018.0,,인천광역시 남동구 만수동 1018,282004259656,인천광역시 남동구 장승남로33번길,21.0,,2820010300110180000007082,대동아파트,인천광역시 남동구 장승남로33번길 21,405762.0,21594,,1,,126.733657213755,37.4442506144198
MA010120220802302085,이레자동차공업사,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95211,자동차 종합 수리업,41,경기도,41390,시흥시,41390520,신천동,4139010200,신천동,4139010200108370003,1,대지,837.0,3.0,경기도 시흥시 신천동 837-3,413904397410,경기도 시흥시 신천6길,3.0,,4139010200108370003007446,,경기도 시흥시 신천6길 3,429826.0,14948,,,,126.781715909063,37.4373302471121
MA0101202406A0516417,긴자료코청주,복대점,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400102880125,1,대지,288.0,125.0,충청북도 청주시 흥덕구 복대동 288-125,431133237020,충청북도 청주시 흥덕구 대농로,49.0,,4311311400102880125000001,에스와이스타몰,충청북도 청주시 흥덕구 대농로 49,361810.0,28425,,1,,127.428068156703,36.6421125862092
MA0101202508A0022352,한국차치유연구센터,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,50,제주특별자치도,50110,제주시,50110630,아라동,5011013500,월평동,5011013500105020001,1,대지,502.0,1.0,제주특별자치도 제주시 월평동 502-1,501103349124,제주특별자치도 제주시 아봉로,383.0,,5011013500105020001057109,,제주특별자치도 제주시 아봉로 383,690130.0,63311,,2,,126.576212981409,33.4701944295018
MA0101202504A0009430,우리집밥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,50,제주특별자치도,50110,제주시,50110540,이도2동,5011010400,이도이동,5011010400111400024,1,대지,1140.0,24.0,제주특별자치도 제주시 이도이동 1140-24,501104847205,제주특별자치도 제주시 광양13길,18.0,,5011010400111400024044380,,제주특별자치도 제주시 광양13길 18,690827.0,63209,,1,,126.532282674299,33.4993473045624
MA010120220813434131,진곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56111,한식 일반 음식점업,11,서울특별시,11710,송파구,11710620,가락본동,1171010700,가락동,1171010700100980000,1,대지,98.0,,서울특별시 송파구 가락동 98,117104169334,서울특별시 송파구 송파대로30길,16.0,,1171010700100980000007501,송파가락두산위브센티움아파트,서울특별시 송파구 송파대로30길 16,138805.0,5719,,1,,127.119165204307,37.4945777981371
MA010120220806533275,정인기획,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C18111,경 인쇄업,26,부산광역시,26470,연제구,26470700,연산6동,2647010200,연산동,2647010200121490013,1,대지,2149.0,13.0,부산광역시 연제구 연산동 2149-13,264703137019,부산광역시 연제구 쌍미천로,52.0,,2647010200121490013023092,,부산광역시 연제구 쌍미천로 52,611836.0,47589,,1,,129.089452752283,35.1774174284382
MA010120220805714791,에스아이푸드,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,28,인천광역시,28290,검단구,28290540,당하동,2829010100,백석동,2829010100100580000,1,대지,58.0,,인천광역시 검단구 백석동 58,282903353352,인천광역시 검단구 자원순환로,170.0,,2826010100100580000000002,매립,인천광역시 검단구 자원순환로 170,404706.0,23592,,1,,126.64810691093,37.5730861629505
MA010120220807313475,그린종합건축,,G2,소매,G210,철물·건설자재 소매,G21002,벽지/장판/마루 소매업,G47513,벽지; 마루덮개 및 장판류 소매업,52,전북특별자치도,52140,익산시,52140570,동산동,5214011100,동산동,5214011100106740007,1,대지,674.0,7.0,전북특별자치도 익산시 동산동 674-7,521403269066,전북특별자치도 익산시 평동로,741.0,,4514011100106740007071865,,전북특별자치도 익산시 평동로 741,570959.0,54607,,1,,126.960507452114,35.9286185063839
MA010120220810121762,수헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11590,동작구,11590640,사당3동,1159010700,사당동,1159010700101500012,1,대지,150.0,12.0,서울특별시 동작구 사당동 150-12,115904157279,서울특별시 동작구 사당로27길,15.0,,1159010700101500012009354,,서울특별시 동작구 사당로27길 15,156817.0,7006,,1,,126.978528597386,37.484923084608
MA010120220811737959,민들레,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11710,송파구,11710550,마천2동,1171011400,마천동,1171011400101760021,1,대지,176.0,21.0,서울특별시 송파구 마천동 176-21,117104169042,서울특별시 송파구 거마로22길,47.0,,1171011400101760021019209,,서울특별시 송파구 거마로22길 47,138819.0,5751,,,,127.151669741415,37.4970273158899
MA0106202210A2415689,한양자동차공업,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,41,경기도,41650,포천시,41650250,소흘읍,4165025022,소흘읍,4165025022101180001,1,대지,118.0,1.0,경기도 포천시 소흘읍 이동교리 118-1,416503000136,경기도 포천시 소흘읍 호국로,483.0,,4165025022101180001010299,,경기도 포천시 소흘읍 호국로 483,487826.0,11184,,,,127.13478547992,37.8163826596563
MA0101202406A0090125,삼오,,N1,시설관리·임대,N110,가정용품 대여,N11001,스포츠/레크리에이션 용품 대여업,N76210,스포츠 및 레크리에이션 용품 임대업,44,충청남도,44180,보령시,44180565,대천5동,4418011000,신흑동,4418011000122660001,1,대지,2266.0,1.0,충청남도 보령시 신흑동 2266-1,441804556651,충청남도 보령시 해수욕장10길,14.0,,4418011000122660001000001,신흑동공유수면허가구역,충청남도 보령시 해수욕장10길 14,355943.0,33489,,,,126.510228685074,36.3158291732996
MA0101202305A0069004,데이트노래홀,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,12,전남광주통합특별시,12330,광산구,12330580,우산동,1233010900,우산동,1233010900115850001,1,대지,1585.0,1.0,전남광주통합특별시 광산구 우산동 1585-1,123304289187,전남광주통합특별시 광산구 사암로216번길,10.0,15.0,2920010900115850001003413,,전남광주통합특별시 광산구 사암로216번길 10-15,506813.0,62355,,2,,126.809147887227,35.162674451279
MA0101202503A0064607,이층숙소,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,30,대전광역시,30170,서구,30170555,탄방동,3017010600,탄방동,3017010600106870001,1,대지,687.0,1.0,대전광역시 서구 탄방동 687-1,301704298077,대전광역시 서구 계룡로571번길,23.0,15.0,3017010600106870001023275,,대전광역시 서구 계룡로571번길 23-15,302859.0,35262,,,,127.386581773036,36.3433508935619
